id,transcript,intent,service_type,urgency_level
1678,i hear buzzing sounds from my inverter,report_issue,solar_technician,medium
1679,my solar installation needs inspection,report_issue,solar_technician,low
1680,i need someone to repair my rooftop solar system,request_service,solar_technician,medium
1681,my commercial solar system is not working,report_issue,solar_technician,high
1682,my office solar panels need servicing,report_issue,solar_technician,medium
1683,my factory solar system has failed,report_issue,solar_technician,high
1684,my farm solar system is not working,report_issue,solar_technician,high
1685,i need maintenance for my agricultural solar system,request_service,solar_technician,medium
1686,my water pump solar system is faulty,report_issue,solar_technician,medium
1687,the solar powered water pump is not working,report_issue,solar_technician,high
1688,i need someone to repair my solar water pump,request_service,solar_technician,medium
1689,my inverter display is blank,report_issue,solar_technician,high
1690,my solar panel wiring needs repair,report_issue,solar_technician,medium
1691,i need a technician to test my solar system,request_service,solar_technician,low
1692,my solar equipment needs servicing,report_issue,solar_technician,low
1693,my solar system has an electrical fault,report_issue,solar_technician,high
1694,i need same day solar repair,request_service,solar_technician,high
1695,i need professional solar services,request_service,solar_technician,medium
1696,my home solar system needs immediate attention,report_issue,solar_technician,high
1697,please arrange a solar technician immediately,request_service,solar_technician,high
1698,i need immediate assistance for my solar system,request_service,solar_technician,high
1699,my solar inverter has completely failed,report_issue,solar_technician,high
1700,my solar system needs urgent repair,report_issue,solar_technician,high
1701,i need a solar technician as soon as possible,request_service,solar_technician,high
1702,my renewable energy system is not working,report_issue,solar_technician,medium
1703,my solar installation needs repairs today,report_issue,solar_technician,high
1704,i need emergency assistance for my solar panels,request_service,solar_technician,high
1705,my solar equipment stopped working unexpectedly,report_issue,solar_technician,high
1706,i cannot rely on my solar system anymore,report_issue,solar_technician,medium
1707,i need tv repair service,request_service,tv_repair,medium
1708,please send a tv technician,request_service,tv_repair,medium
1709,i need someone to repair my television,request_service,tv_repair,medium
1710,my tv is not turning on,report_issue,tv_repair,high
1711,my television will not start,report_issue,tv_repair,high
1712,my smart tv is not working,report_issue,tv_repair,medium
1713,the tv screen is black,report_issue,tv_repair,high
1714,my television has no picture,report_issue,tv_repair,high
1715,the screen is blank but there is sound,report_issue,tv_repair,high
1716,my tv has sound but no display,report_issue,tv_repair,high
1717,my television has no sound,report_issue,tv_repair,medium
1718,the speakers on my tv are not working,report_issue,tv_repair,medium
1719,my tv screen is cracked,report_issue,tv_repair,high
1720,the display has broken,report_issue,tv_repair,high
1721,my tv fell and stopped working,report_issue,tv_repair,high
1722,the tv keeps restarting,report_issue,tv_repair,medium
1723,my television freezes while watching,report_issue,tv_repair,medium
1724,the remote control is not working,report_issue,tv_repair,low
1725,my tv is not responding to the remote,report_issue,tv_repair,low
1726,i need someone to repair my tv remote,request_service,tv_repair,low
1727,my smart tv cannot connect to wifi,report_issue,tv_repair,medium
1728,the tv cannot access the internet,report_issue,tv_repair,medium
1729,my android tv is not working,report_issue,tv_repair,medium
1730,the television is stuck on the startup screen,report_issue,tv_repair,medium
1731,my tv keeps showing an error,report_issue,tv_repair,medium
1732,the screen is flickering,report_issue,tv_repair,medium
1733,there are lines on the tv screen,report_issue,tv_repair,medium
1734,the picture quality is poor,report_issue,tv_repair,low
1735,the colors on my tv look wrong,report_issue,tv_repair,low
1736,the tv display is distorted,report_issue,tv_repair,medium
1737,the hdmi port is not working,report_issue,tv_repair,medium
1738,my tv cannot detect external devices,report_issue,tv_repair,medium
1739,the usb port is not working,report_issue,tv_repair,low
1740,my television is overheating,report_issue,tv_repair,high
1741,the tv smells like it is burning,report_issue,tv_repair,high
1742,i hear buzzing sounds from my television,report_issue,tv_repair,medium
1743,the tv turns off by itself,report_issue,tv_repair,medium
1744,the television powers on and off repeatedly,report_issue,tv_repair,medium
1745,my led tv is not working,report_issue,tv_repair,medium
1746,my lcd tv is not working,report_issue,tv_repair,medium
1747,my oled tv has display issues,report_issue,tv_repair,medium
1748,i need smart tv repair,request_service,tv_repair,medium
1749,i need television maintenance,request_service,tv_repair,low
1750,my tv needs servicing,report_issue,tv_repair,low
1751,i need someone to inspect my television,request_service,tv_repair,low
1752,my television stopped working after a power cut,report_issue,tv_repair,high
1753,my tv was damaged by lightning,report_issue,tv_repair,high
1754,my television has an electrical fault,report_issue,tv_repair,high
1755,the power button is not working,report_issue,tv_repair,medium
1756,the tv power supply is faulty,report_issue,tv_repair,high
1757,i need urgent tv repair,request_service,tv_repair,high
1758,please repair my television today,report_issue,tv_repair,medium
1759,i need emergency television repair,request_service,tv_repair,high
1760,my television stopped working unexpectedly,report_issue,tv_repair,high
1761,my home television needs repair,report_issue,tv_repair,medium
1762,my office television is not working,report_issue,tv_repair,medium
1763,i need someone to fix my conference room tv,request_service,tv_repair,medium
1764,the meeting room television is not working,report_issue,tv_repair,medium
1765,my wall mounted tv is loose,report_issue,tv_repair,medium
1766,i need my television mounted on the wall,request_service,tv_repair,low
1767,i need tv installation service,request_service,tv_repair,low
1768,i need someone to install my smart tv,request_service,tv_repair,low
1769,i need help setting up my television,request_service,tv_repair,low
1770,my tv channels are not working,report_issue,tv_repair,medium
1771,i cannot receive tv channels,report_issue,tv_repair,medium
1772,my cable connection is not working,report_issue,tv_repair,medium
1773,the satellite connection is not working,report_issue,tv_repair,medium
1774,my television cannot find channels,report_issue,tv_repair,medium
1775,i need someone to tune my television,request_service,tv_repair,low
1776,my tv audio is delayed,report_issue,tv_repair,low
1777,the television volume does not work,report_issue,tv_repair,medium
1778,my bluetooth speakers will not connect to the tv,report_issue,tv_repair,low
1779,my television screen has dead pixels,report_issue,tv_repair,medium
1780,there are dark spots on my television,report_issue,tv_repair,medium
1781,my television has water damage,report_issue,tv_repair,high
1782,the tv was damaged after flooding,report_issue,tv_repair,high
1783,i dropped my television and it stopped working,report_issue,tv_repair,high
1784,the tv backlight is not working,report_issue,tv_repair,high
1785,my television display is very dim,report_issue,tv_repair,medium
1786,i need a new screen installed on my television,request_service,tv_repair,high
1787,my television motherboard is faulty,report_issue,tv_repair,high
1788,my television needs software repair,report_issue,tv_repair,medium
1789,the smart tv apps are not working,report_issue,tv_repair,low
1790,my streaming apps keep crashing,report_issue,tv_repair,low
1791,i cannot sign in to my smart tv,report_issue,tv_repair,low
1792,i need someone to repair my television immediately,request_service,tv_repair,high
1793,my television needs same day repair,report_issue,tv_repair,high
1794,i need professional television repair,request_service,tv_repair,medium
1795,please send a tv technician as soon as possible,request_service,tv_repair,high
1796,my television has completely failed,report_issue,tv_repair,high
1797,i need immediate tv repair assistance,request_service,tv_repair,high
1798,the television screen suddenly went black,report_issue,tv_repair,high
1799,my family cannot use the television,report_issue,tv_repair,medium
1800,i need my television fixed before tonight,request_service,tv_repair,high
1801,my entertainment system is not working because of the tv,report_issue,tv_repair,medium
1802,i need complete television diagnostics,request_service,tv_repair,low
1803,i need a technician to check my television,request_service,tv_repair,low
1804,my television needs urgent attention,report_issue,tv_repair,high
1805,please arrange a television repair technician immediately,request_service,tv_repair,high
1806,i need my television repaired without delay,request_service,tv_repair,high
1807,my television problem needs to be fixed today,report_issue,tv_repair,high
1808,i need mobile phone repair service,request_service,mobile_phone_repair,medium
1809,please send a mobile phone technician,request_service,mobile_phone_repair,medium
1810,i need someone to repair my phone,request_service,mobile_phone_repair,medium
1811,my phone is not turning on,report_issue,mobile_phone_repair,high
1812,my mobile phone stopped working,report_issue,mobile_phone_repair,high
1813,my smartphone is not working,report_issue,mobile_phone_repair,medium
1814,my phone screen is cracked,report_issue,mobile_phone_repair,medium
1815,i broke my phone screen,report_issue,mobile_phone_repair,medium
1816,my phone display is broken,report_issue,mobile_phone_repair,high
1817,the touchscreen is not working,report_issue,mobile_phone_repair,medium
1818,my phone is frozen,report_issue,mobile_phone_repair,medium
1819,my phone keeps restarting,report_issue,mobile_phone_repair,medium
1820,my phone shuts down unexpectedly,report_issue,mobile_phone_repair,medium
1821,my phone battery drains very fast,report_issue,mobile_phone_repair,low
1822,i need a battery replacement,request_service,mobile_phone_repair,medium
1823,my phone is not charging,report_issue,mobile_phone_repair,high
1824,the charging port is damaged,report_issue,mobile_phone_repair,medium
1825,my charger is not connecting properly,report_issue,mobile_phone_repair,low
1826,my phone overheats while charging,report_issue,mobile_phone_repair,medium
1827,my phone gets very hot,report_issue,mobile_phone_repair,medium
1828,my phone has water damage,report_issue,mobile_phone_repair,high
1829,i dropped my phone in water,report_issue,mobile_phone_repair,high
1830,my phone fell and stopped working,report_issue,mobile_phone_repair,high
1831,my phone has no sound,report_issue,mobile_phone_repair,medium
1832,the speaker is not working,report_issue,mobile_phone_repair,medium
1833,the microphone is not working,report_issue,mobile_phone_repair,medium
1834,nobody can hear me during calls,report_issue,mobile_phone_repair,medium
1835,i cannot hear phone calls,report_issue,mobile_phone_repair,medium
1836,the camera is not working,report_issue,mobile_phone_repair,medium
1837,the front camera is blurry,report_issue,mobile_phone_repair,low
1838,the rear camera is not working,report_issue,mobile_phone_repair,medium
1839,my fingerprint sensor is not working,report_issue,mobile_phone_repair,low
1840,face unlock is not working,report_issue,mobile_phone_repair,low
1841,the power button is broken,report_issue,mobile_phone_repair,medium
1842,the volume buttons are not working,report_issue,mobile_phone_repair,low
1843,the phone vibrates but the screen stays black,report_issue,mobile_phone_repair,high
1844,my phone is stuck on the startup logo,report_issue,mobile_phone_repair,medium
1845,my phone is stuck in a boot loop,report_issue,mobile_phone_repair,high
1846,the operating system crashed,report_issue,mobile_phone_repair,high
1847,i need software repair for my phone,request_service,mobile_phone_repair,medium
1848,i need a phone reset,request_service,mobile_phone_repair,low
1849,i forgot my phone password,report_issue,mobile_phone_repair,medium
1850,i am locked out of my phone,report_issue,mobile_phone_repair,medium
1851,i need data recovery from my phone,request_service,mobile_phone_repair,high
1852,i accidentally deleted my files,report_issue,mobile_phone_repair,medium
1853,my phone storage is corrupted,report_issue,mobile_phone_repair,high
1854,my phone is infected with a virus,report_issue,mobile_phone_repair,medium
1855,my apps keep crashing,report_issue,mobile_phone_repair,low
1856,my phone is running very slowly,report_issue,mobile_phone_repair,low
1857,the screen keeps flickering,report_issue,mobile_phone_repair,medium
1858,there are lines on my phone screen,report_issue,mobile_phone_repair,medium
1859,the display has dead pixels,report_issue,mobile_phone_repair,medium
1860,my phone screen is completely black,report_issue,mobile_phone_repair,high
1861,my sim card is not detected,report_issue,mobile_phone_repair,medium
1862,my phone has no network signal,report_issue,mobile_phone_repair,medium
1863,wifi is not working on my phone,report_issue,mobile_phone_repair,medium
1864,bluetooth is not working,report_issue,mobile_phone_repair,low
1865,gps is not working,report_issue,mobile_phone_repair,low
1866,my phone cannot connect to the internet,report_issue,mobile_phone_repair,medium
1867,my phone cannot make calls,report_issue,mobile_phone_repair,high
1868,i cannot receive calls,report_issue,mobile_phone_repair,high
1869,text messages are not working,report_issue,mobile_phone_repair,medium
1870,my phone is not receiving notifications,report_issue,mobile_phone_repair,low
1871,i need screen replacement,request_service,mobile_phone_repair,medium
1872,i need charging port replacement,request_service,mobile_phone_repair,medium
1873,i need camera replacement,request_service,mobile_phone_repair,medium
1874,i need speaker replacement,request_service,mobile_phone_repair,medium
1875,i need microphone replacement,request_service,mobile_phone_repair,medium
1876,i need battery replacement today,request_service,mobile_phone_repair,medium
1877,my phone battery is swollen,report_issue,mobile_phone_repair,high
1878,the phone back cover is broken,report_issue,mobile_phone_repair,low
1879,the phone frame is bent,report_issue,mobile_phone_repair,medium
1880,i need professional phone repair,request_service,mobile_phone_repair,medium
1881,my phone needs immediate repair,report_issue,mobile_phone_repair,high
1882,please repair my phone today,report_issue,mobile_phone_repair,medium
1883,i need urgent mobile phone repair,request_service,mobile_phone_repair,high
1884,i need emergency phone repair,request_service,mobile_phone_repair,high
1885,my phone stopped working after an update,report_issue,mobile_phone_repair,medium
1886,my phone will not install updates,report_issue,mobile_phone_repair,low
1887,my phone has an electrical fault,report_issue,mobile_phone_repair,high
1888,my phone motherboard is damaged,report_issue,mobile_phone_repair,high
1889,the phone does not recognize the memory card,report_issue,mobile_phone_repair,medium
1890,my phone charging is very slow,report_issue,mobile_phone_repair,low
1891,wireless charging is not working,report_issue,mobile_phone_repair,low
1892,my phone screen became unresponsive,report_issue,mobile_phone_repair,medium
1893,i need someone to inspect my phone,request_service,mobile_phone_repair,low
1894,i need phone maintenance,request_service,mobile_phone_repair,low
1895,i need complete phone diagnostics,request_service,mobile_phone_repair,low
1896,my business phone is not working,report_issue,mobile_phone_repair,high
1897,my work phone stopped working,report_issue,mobile_phone_repair,high
1898,my phone was damaged during a power surge,report_issue,mobile_phone_repair,high
1899,my phone fell from a height,report_issue,mobile_phone_repair,high
1900,i need same day phone repair,request_service,mobile_phone_repair,high
1901,i need a mobile technician as soon as possible,request_service,mobile_phone_repair,high
1902,my phone has completely failed,report_issue,mobile_phone_repair,high
1903,please arrange mobile phone repair immediately,report_issue,mobile_phone_repair,high
1904,i need immediate mobile repair assistance,request_service,mobile_phone_repair,high
1905,my smartphone needs urgent attention,report_issue,mobile_phone_repair,high
1906,i cannot use my phone anymore,report_issue,mobile_phone_repair,high
1907,my phone problem needs to be fixed today,report_issue,mobile_phone_repair,high
1908,i need my mobile phone repaired without delay,request_service,mobile_phone_repair,high
1909,i need a car wash service,request_service,car_care,medium
1910,please send a car wash team,request_service,car_care,medium
1911,i need someone to wash my car,request_service,car_care,medium
1912,my car needs cleaning,report_issue,car_care,medium
1913,i need a complete car wash,request_service,car_care,medium
1914,i need exterior car washing,request_service,car_care,low
1915,i need interior car cleaning,request_service,car_care,low
1916,i need full car detailing,request_service,car_care,medium
1917,my car is very dirty,report_issue,car_care,medium
1918,my car needs a deep clean,request_service,car_care,medium
1919,i need professional car cleaning,request_service,car_care,medium
1920,i want my car washed today,request_service,car_care,medium
1921,i need a mobile car wash service,request_service,car_care,medium
1922,i need someone to wash my vehicle,request_service,car_care,medium
1923,i need my suv cleaned,request_service,car_care,medium
1924,i need my sedan washed,request_service,car_care,medium
1925,i need my van cleaned,request_service,car_care,medium
1926,i need my pickup truck washed,request_service,car_care,medium
1927,i need my jeep cleaned,request_service,car_care,medium
1928,i need a pressure wash for my car,request_service,car_care,medium
1929,i need car shampoo cleaning,request_service,car_care,low
1930,i need foam washing for my car,request_service,car_care,low
1931,i need my car waxed,request_service,car_care,low
1932,i need car polishing service,request_service,car_care,low
1933,i need my car buffed,request_service,car_care,low
1934,i need paint protection for my car,request_service,car_care,low
1935,i need ceramic coating for my car,request_service,car_care,low
1936,my car has mud all over it,report_issue,car_care,medium
1937,my car is covered in dust,report_issue,car_care,low
1938,i need someone to remove stains from my car,request_service,car_care,medium
1939,my car seats need cleaning,report_issue,car_care,medium
1940,i need seat shampooing,request_service,car_care,medium
1941,i need carpet cleaning for my car,request_service,car_care,medium
1942,i need dashboard cleaning,request_service,car_care,low
1943,i need engine bay cleaning,request_service,car_care,low
1944,my car windows need cleaning,report_issue,car_care,low
1945,i need tire cleaning service,request_service,car_care,low
1946,i need wheel polishing,request_service,car_care,low
1947,my car smells bad inside,report_issue,car_care,medium
1948,i need odor removal from my car,request_service,car_care,medium
1949,i spilled food inside my car,report_issue,car_care,medium
1950,i spilled coffee inside my car,report_issue,car_care,medium
1951,i need immediate car cleaning,request_service,car_care,high
1952,i need urgent car wash service,request_service,car_care,high
1953,please wash my car today,report_issue,car_care,medium
1954,i need same day car wash,request_service,car_care,high
1955,i need emergency car detailing,request_service,car_care,high
1956,my car needs cleaning before an event,report_issue,car_care,high
1957,i need my car cleaned before tomorrow,request_service,car_care,high
1958,i need my vehicle detailed today,request_service,car_care,medium
1959,i need someone to remove bird droppings from my car,request_service,car_care,medium
1960,tree sap is stuck on my car,report_issue,car_care,medium
1961,i need bug stains removed from my car,request_service,car_care,medium
1962,i need hard water stains removed,request_service,car_care,medium
1963,my car needs paint cleaning,report_issue,car_care,medium
1964,i need a premium car wash,request_service,car_care,low
1965,i need luxury car detailing,request_service,car_care,low
1966,i need express car wash service,request_service,car_care,medium
1967,i need eco friendly car washing,request_service,car_care,low
1968,i need waterless car wash service,request_service,car_care,low
1969,i need car vacuum cleaning,request_service,car_care,low
1970,i need interior vacuuming,request_service,car_care,low
1971,i need leather seat cleaning,request_service,car_care,medium
1972,i need fabric seat cleaning,request_service,car_care,medium
1973,i need roof lining cleaning,request_service,car_care,medium
1974,i need trunk cleaning,request_service,car_care,low
1975,my company vehicle needs cleaning,report_issue,car_care,medium
1976,i need fleet vehicle washing,request_service,car_care,medium
1977,i need office vehicle cleaning,request_service,car_care,medium
1978,i need taxi cleaning service,request_service,car_care,medium
1979,i need rental car cleaning,request_service,car_care,medium
1980,i need motorcycle washing service,request_service,car_care,low
1981,i need scooter cleaning service,request_service,car_care,low
1982,i need three wheeler washing service,request_service,car_care,low
1983,my car was covered in flood water,report_issue,car_care,high
1984,my vehicle needs cleaning after flooding,report_issue,car_care,high
1985,i need post flood vehicle cleaning,request_service,car_care,high
1986,my car is dirty after off road driving,report_issue,car_care,medium
1987,my car needs cleaning after a long trip,report_issue,car_care,medium
1988,i need someone to clean my windshield,request_service,car_care,low
1989,i need mirror cleaning service,request_service,car_care,low
1990,my headlights need polishing,report_issue,car_care,low
1991,i need scratch removal and polishing,request_service,car_care,medium
1992,my car needs showroom cleaning,report_issue,car_care,low
1993,i need complete vehicle detailing,request_service,car_care,medium
1994,i need monthly car cleaning,request_service,car_care,low
1995,i need weekly car wash service,request_service,car_care,low
1996,i need regular car maintenance cleaning,request_service,car_care,low
1997,my vehicle needs professional detailing,report_issue,car_care,medium
1998,i need car sanitization service,request_service,car_care,medium
1999,i need disinfecting inside my car,request_service,car_care,medium
2000,i need child seat cleaning,request_service,car_care,low
2001,i need pet hair removed from my car,request_service,car_care,medium
2002,i need someone to clean every part of my car,request_service,car_care,medium
2003,my car needs urgent detailing,report_issue,car_care,high
2004,please arrange a car wash immediately,request_service,car_care,high
2005,i need my car cleaned as soon as possible,request_service,car_care,high
2006,i need professional vehicle cleaning today,request_service,car_care,medium
2007,my car needs immediate attention,report_issue,car_care,high
2008,i need complete car cleaning service,request_service,car_care,medium
2009,i need my vehicle washed without delay,request_service,car_care,high
2010,i need laptop repair service,request_service,laptop_repair,medium
2011,please send a laptop technician,request_service,laptop_repair,medium
2012,i need someone to repair my laptop,request_service,laptop_repair,medium
2013,my laptop is not turning on,report_issue,laptop_repair,high
2014,my laptop stopped working,report_issue,laptop_repair,high
2015,my laptop will not start,report_issue,laptop_repair,high
2016,my laptop screen is black,report_issue,laptop_repair,high
2017,the laptop screen is cracked,report_issue,laptop_repair,medium
2018,my laptop display is broken,report_issue,laptop_repair,high
2019,the screen keeps flickering,report_issue,laptop_repair,medium
2020,there are lines on my laptop screen,report_issue,laptop_repair,medium
2021,the laptop has no display,report_issue,laptop_repair,high
2022,my laptop is frozen,report_issue,laptop_repair,medium
2023,my laptop keeps restarting,report_issue,laptop_repair,medium
2024,my laptop shuts down unexpectedly,report_issue,laptop_repair,medium
2025,my laptop is overheating,report_issue,laptop_repair,medium
2026,the laptop fan is making loud noises,report_issue,laptop_repair,low
2027,my laptop battery drains quickly,report_issue,laptop_repair,low
2028,the battery is not charging,report_issue,laptop_repair,medium
2029,my laptop charger is not working,report_issue,laptop_repair,medium
2030,the charging port is damaged,report_issue,laptop_repair,medium
2031,my laptop does not recognize the charger,report_issue,laptop_repair,medium
2032,my laptop has water damage,report_issue,laptop_repair,high
2033,i spilled water on my laptop,report_issue,laptop_repair,high
2034,my laptop fell and stopped working,report_issue,laptop_repair,high
2035,my keyboard is not working,report_issue,laptop_repair,medium
2036,some keys are not responding,report_issue,laptop_repair,low
2037,the touchpad is not working,report_issue,laptop_repair,medium
2038,my laptop speaker is not working,report_issue,laptop_repair,low
2039,the microphone is not working,report_issue,laptop_repair,low
2040,the webcam is not working,report_issue,laptop_repair,low
2041,my laptop cannot connect to wifi,report_issue,laptop_repair,medium
2042,bluetooth is not working on my laptop,report_issue,laptop_repair,low
2043,my laptop is running very slowly,report_issue,laptop_repair,low
2044,my laptop keeps freezing,report_issue,laptop_repair,medium
2045,windows will not boot,report_issue,laptop_repair,high
2046,my laptop is stuck on the startup screen,report_issue,laptop_repair,medium
2047,my operating system is corrupted,report_issue,laptop_repair,high
2048,i need windows installation on my laptop,request_service,laptop_repair,medium
2049,i need laptop software repair,request_service,laptop_repair,medium
2050,my laptop is infected with a virus,report_issue,laptop_repair,medium
2051,i need virus removal for my laptop,request_service,laptop_repair,medium
2052,my files disappeared from my laptop,report_issue,laptop_repair,high
2053,i need data recovery from my laptop,request_service,laptop_repair,high
2054,my hard drive is not detected,report_issue,laptop_repair,high
2055,my solid state drive is not working,report_issue,laptop_repair,high
2056,my laptop has a hard disk failure,report_issue,laptop_repair,high
2057,the laptop keeps showing error messages,report_issue,laptop_repair,medium
2058,i keep getting blue screen errors,report_issue,laptop_repair,high
2059,my laptop motherboard is faulty,report_issue,laptop_repair,high
2060,my laptop power button is not working,report_issue,laptop_repair,medium
2061,the laptop hinge is broken,report_issue,laptop_repair,medium
2062,the laptop casing is damaged,report_issue,laptop_repair,low
2063,my laptop has no sound,report_issue,laptop_repair,medium
2064,the headphone jack is not working,report_issue,laptop_repair,low
2065,the usb ports are not working,report_issue,laptop_repair,medium
2066,the hdmi port is not working,report_issue,laptop_repair,low
2067,my laptop cannot detect external devices,report_issue,laptop_repair,medium
2068,the screen brightness cannot be adjusted,report_issue,laptop_repair,low
2069,my laptop gets very hot while using it,report_issue,laptop_repair,medium
2070,the cooling fan stopped working,report_issue,laptop_repair,high
2071,i need laptop cleaning service,request_service,laptop_repair,low
2072,my laptop is full of dust,report_issue,laptop_repair,low
2073,i need thermal paste replacement,request_service,laptop_repair,low
2074,i want to upgrade my laptop memory,request_service,laptop_repair,low
2075,i need more ram installed,request_service,laptop_repair,low
2076,i want to upgrade my laptop storage,request_service,laptop_repair,low
2077,i need an ssd installed in my laptop,request_service,laptop_repair,low
2078,i need a new laptop battery installed,request_service,laptop_repair,medium
2079,i need a replacement keyboard,request_service,laptop_repair,medium
2080,i need laptop maintenance,request_service,laptop_repair,low
2081,i need complete laptop diagnostics,request_service,laptop_repair,low
2082,i need someone to inspect my laptop,request_service,laptop_repair,low
2083,my office laptop is not working,report_issue,laptop_repair,medium
2084,my work laptop stopped working,report_issue,laptop_repair,high
2085,my business laptop needs repair,report_issue,laptop_repair,medium
2086,i need urgent laptop repair,request_service,laptop_repair,high
2087,i need emergency laptop repair,request_service,laptop_repair,high
2088,my laptop stopped working after an update,report_issue,laptop_repair,medium
2089,my laptop cannot install updates,report_issue,laptop_repair,low
2090,my laptop has an electrical fault,report_issue,laptop_repair,high
2091,my laptop smells like it is burning,report_issue,laptop_repair,high
2092,my laptop battery is swollen,report_issue,laptop_repair,high
2093,the laptop keeps turning off while charging,report_issue,laptop_repair,high
2094,my laptop charger overheats,report_issue,laptop_repair,medium
2095,the display cable may be damaged,report_issue,laptop_repair,medium
2096,my laptop cannot connect to the internet,report_issue,laptop_repair,medium
2097,my laptop is completely dead,report_issue,laptop_repair,high
2098,my laptop needs immediate repair,report_issue,laptop_repair,high
2099,please repair my laptop today,report_issue,laptop_repair,medium
2100,i need same day laptop repair,request_service,laptop_repair,high
2101,i need professional laptop repair,request_service,laptop_repair,medium
2102,my gaming laptop is not working,report_issue,laptop_repair,medium
2103,my gaming laptop keeps crashing,report_issue,laptop_repair,high
2104,i cannot use my laptop anymore,report_issue,laptop_repair,high
2105,i need a laptop technician as soon as possible,request_service,laptop_repair,high
2106,please arrange laptop repair immediately,report_issue,laptop_repair,high
2107,i need immediate laptop repair assistance,request_service,laptop_repair,high
2108,my laptop problem needs to be fixed today,report_issue,laptop_repair,high
2109,my laptop needs urgent attention,report_issue,laptop_repair,high
2110,i need my laptop repaired without delay,request_service,laptop_repair,high
2111,i need wifi setup service,request_service,network_operator,medium
2112,please send a network technician,request_service,network_operator,medium
2113,i need someone to set up my wifi,request_service,network_operator,medium
2114,i need router installation,request_service,network_operator,medium
2115,i need a new router installed,request_service,network_operator,medium
2116,my wifi is not working,report_issue,network_operator,high
2117,my router is not working,report_issue,network_operator,high
2118,i cannot connect to the internet,report_issue,network_operator,high
2119,my internet connection keeps dropping,report_issue,network_operator,medium
2120,my wifi signal is very weak,report_issue,network_operator,medium
2121,my router stopped working,report_issue,network_operator,high
2122,i need modem installation,request_service,network_operator,medium
2123,i need modem configuration,request_service,network_operator,medium
2124,i need someone to configure my router,request_service,network_operator,medium
2125,i need a wireless network setup,request_service,network_operator,medium
2126,i need home wifi installation,request_service,network_operator,medium
2127,i need office wifi setup,request_service,network_operator,medium
2128,i need business network installation,request_service,network_operator,medium
2129,my router is not connecting to the internet,report_issue,network_operator,high
2130,my modem is not connecting,report_issue,network_operator,high
2131,i need a wifi extender installed,request_service,network_operator,medium
2132,i need someone to install a mesh wifi system,request_service,network_operator,medium
2133,i need better wifi coverage,request_service,network_operator,low
2134,my wifi does not reach every room,report_issue,network_operator,medium
2135,the internet is very slow,report_issue,network_operator,medium
2136,my wifi speed is very slow,report_issue,network_operator,medium
2137,i need network troubleshooting,request_service,network_operator,medium
2138,i need internet troubleshooting,request_service,network_operator,medium
2139,my router keeps restarting,report_issue,network_operator,medium
2140,the modem keeps disconnecting,report_issue,network_operator,medium
2141,i forgot my wifi password,report_issue,network_operator,low
2142,i need help changing my wifi password,request_service,network_operator,low
2143,i want to rename my wifi network,request_service,network_operator,low
2144,i need a secure wifi setup,request_service,network_operator,low
2145,i need a guest wifi network,request_service,network_operator,low
2146,i need parental controls configured,request_service,network_operator,low
2147,i need someone to optimize my wifi,request_service,network_operator,low
2148,i need router firmware updated,request_service,network_operator,low
2149,my router needs a software update,request_service,network_operator,low
2150,i need dual band wifi setup,request_service,network_operator,medium
2151,i need a new wireless access point,request_service,network_operator,medium
2152,i need multiple routers configured,request_service,network_operator,medium
2153,i need lan network setup,request_service,network_operator,medium
2154,i need ethernet cable installation,request_service,network_operator,medium
2155,i need home network installation,request_service,network_operator,medium
2156,i need office network maintenance,request_service,network_operator,medium
2157,i need network repair service,request_service,network_operator,medium
2158,my wifi stopped working after a power cut,report_issue,network_operator,medium
2159,my router was damaged by lightning,report_issue,network_operator,high
2160,my modem has stopped working,report_issue,network_operator,high
2161,i need emergency wifi repair,request_service,network_operator,high
2162,please fix my internet today,report_issue,network_operator,high
2163,i need urgent router repair,request_service,network_operator,high
2164,my business internet is down,report_issue,network_operator,high
2165,my office network is not working,report_issue,network_operator,high
2166,i cannot access the internet at home,report_issue,network_operator,high
2167,i need internet setup for my new house,request_service,network_operator,medium
2168,i need wifi installation for my apartment,request_service,network_operator,medium
2169,i need internet setup for my office,request_service,network_operator,medium
2170,i moved into a new house and need wifi,report_issue,network_operator,medium
2171,i need someone to install fiber internet equipment,request_service,network_operator,medium
2172,i need help connecting my devices to wifi,request_service,network_operator,low
2173,my smart tv will not connect to wifi,report_issue,network_operator,low
2174,my laptop cannot connect to wifi,report_issue,network_operator,medium
2175,my desktop cannot access the internet,report_issue,network_operator,medium
2176,my mobile phone cannot connect to wifi,report_issue,network_operator,low
2177,my printer cannot connect to the network,report_issue,network_operator,low
2178,i need help connecting security cameras to wifi,request_service,network_operator,medium
2179,i need wifi for my smart home devices,request_service,network_operator,low
2180,my wifi extender is not working,report_issue,network_operator,medium
2181,my mesh wifi system is offline,report_issue,network_operator,medium
2182,i need someone to configure port forwarding,request_service,network_operator,low
2183,i need static ip configuration,request_service,network_operator,low
2184,i need router security configuration,request_service,network_operator,low
2185,my wireless network is unstable,report_issue,network_operator,medium
2186,i keep losing internet connectivity,report_issue,network_operator,medium
2187,my internet disconnects every few minutes,report_issue,network_operator,medium
2188,i need a stronger wifi signal,request_service,network_operator,low
2189,i need network coverage throughout my house,request_service,network_operator,low
2190,i need wifi installation as soon as possible,request_service,network_operator,high
2191,i need immediate internet setup,request_service,network_operator,high
