id,transcript,intent,service_type,urgency_level
10323,i need urgent mobile phone repair for the mobile phone after a fall,CreateServiceRequest,mobile_phone_repair,high
10324,please send someone immediately for the mobile phone after a fall,CreateServiceRequest,mobile_phone_repair,high
10325,the mobile phone needs immediate attention after a fall,CreateServiceRequest,mobile_phone_repair,high
10326,please arrange emergency service for the mobile phone after a fall,CreateServiceRequest,mobile_phone_repair,high
10327,i need a technician right away for the mobile phone after a fall,CreateServiceRequest,mobile_phone_repair,high
10328,the mobile phone has become an urgent problem after a fall,CreateServiceRequest,mobile_phone_repair,high
10329,please send help without delay for the mobile phone after a fall,CreateServiceRequest,mobile_phone_repair,high
10330,i need immediate assistance with the mobile phone after a fall,CreateServiceRequest,mobile_phone_repair,high
10331,the mobile phone needs to be dealt with right now after a fall,CreateServiceRequest,mobile_phone_repair,high
10332,please arrange urgent mobile phone repair for the mobile phone after a fall,CreateServiceRequest,mobile_phone_repair,high
10333,i need urgent mobile phone repair for the mobile phone after water damage,CreateServiceRequest,mobile_phone_repair,high
10334,please send someone immediately for the mobile phone after water damage,CreateServiceRequest,mobile_phone_repair,high
10335,the mobile phone needs immediate attention after water damage,CreateServiceRequest,mobile_phone_repair,high
10336,please arrange emergency service for the mobile phone after water damage,CreateServiceRequest,mobile_phone_repair,high
10337,i need a technician right away for the mobile phone after water damage,CreateServiceRequest,mobile_phone_repair,high
10338,the mobile phone has become an urgent problem after water damage,CreateServiceRequest,mobile_phone_repair,high
10339,please send help without delay for the mobile phone after water damage,CreateServiceRequest,mobile_phone_repair,high
10340,i need immediate assistance with the mobile phone after water damage,CreateServiceRequest,mobile_phone_repair,high
10341,the mobile phone needs to be dealt with right now after water damage,CreateServiceRequest,mobile_phone_repair,high
10342,please arrange urgent mobile phone repair for the mobile phone after water damage,CreateServiceRequest,mobile_phone_repair,high
10343,i need urgent mobile phone repair for the mobile phone after an update,CreateServiceRequest,mobile_phone_repair,high
10344,please send someone immediately for the mobile phone after an update,CreateServiceRequest,mobile_phone_repair,high
10345,the mobile phone needs immediate attention after an update,CreateServiceRequest,mobile_phone_repair,high
10346,please arrange emergency service for the mobile phone after an update,CreateServiceRequest,mobile_phone_repair,high
10347,i need a technician right away for the mobile phone after an update,CreateServiceRequest,mobile_phone_repair,high
10348,the mobile phone has become an urgent problem after an update,CreateServiceRequest,mobile_phone_repair,high
10349,please send help without delay for the mobile phone after an update,CreateServiceRequest,mobile_phone_repair,high
10350,i need immediate assistance with the mobile phone after an update,CreateServiceRequest,mobile_phone_repair,high
10351,the mobile phone needs to be dealt with right now after an update,CreateServiceRequest,mobile_phone_repair,high
10352,please arrange urgent mobile phone repair for the mobile phone after an update,CreateServiceRequest,mobile_phone_repair,high
10353,i need urgent mobile phone repair for the smartphone at home,CreateServiceRequest,mobile_phone_repair,high
10354,please send someone immediately for the smartphone at home,CreateServiceRequest,mobile_phone_repair,high
10355,the smartphone needs immediate attention at home,CreateServiceRequest,mobile_phone_repair,high
10356,please arrange emergency service for the smartphone at home,CreateServiceRequest,mobile_phone_repair,high
10357,i need a technician right away for the smartphone at home,CreateServiceRequest,mobile_phone_repair,high
10358,the smartphone has become an urgent problem at home,CreateServiceRequest,mobile_phone_repair,high
10359,please send help without delay for the smartphone at home,CreateServiceRequest,mobile_phone_repair,high
10360,i need immediate assistance with the smartphone at home,CreateServiceRequest,mobile_phone_repair,high
10361,the smartphone needs to be dealt with right now at home,CreateServiceRequest,mobile_phone_repair,high
10362,please arrange urgent mobile phone repair for the smartphone at home,CreateServiceRequest,mobile_phone_repair,high
10363,i need urgent mobile phone repair for the smartphone at work,CreateServiceRequest,mobile_phone_repair,high
10364,please send someone immediately for the smartphone at work,CreateServiceRequest,mobile_phone_repair,high
10365,the smartphone needs immediate attention at work,CreateServiceRequest,mobile_phone_repair,high
10366,please arrange emergency service for the smartphone at work,CreateServiceRequest,mobile_phone_repair,high
10367,i need a technician right away for the smartphone at work,CreateServiceRequest,mobile_phone_repair,high
10368,the smartphone has become an urgent problem at work,CreateServiceRequest,mobile_phone_repair,high
10369,please send help without delay for the smartphone at work,CreateServiceRequest,mobile_phone_repair,high
10370,i need immediate assistance with the smartphone at work,CreateServiceRequest,mobile_phone_repair,high
10371,the smartphone needs to be dealt with right now at work,CreateServiceRequest,mobile_phone_repair,high
10372,please arrange urgent mobile phone repair for the smartphone at work,CreateServiceRequest,mobile_phone_repair,high
10373,i need urgent mobile phone repair for the smartphone after a fall,CreateServiceRequest,mobile_phone_repair,high
10374,please send someone immediately for the smartphone after a fall,CreateServiceRequest,mobile_phone_repair,high
10375,the smartphone needs immediate attention after a fall,CreateServiceRequest,mobile_phone_repair,high
10376,please arrange emergency service for the smartphone after a fall,CreateServiceRequest,mobile_phone_repair,high
10377,i need a technician right away for the smartphone after a fall,CreateServiceRequest,mobile_phone_repair,high
10378,the smartphone has become an urgent problem after a fall,CreateServiceRequest,mobile_phone_repair,high
10379,please send help without delay for the smartphone after a fall,CreateServiceRequest,mobile_phone_repair,high
10380,i need immediate assistance with the smartphone after a fall,CreateServiceRequest,mobile_phone_repair,high
10381,the smartphone needs to be dealt with right now after a fall,CreateServiceRequest,mobile_phone_repair,high
10382,please arrange urgent mobile phone repair for the smartphone after a fall,CreateServiceRequest,mobile_phone_repair,high
10383,i need urgent mobile phone repair for the smartphone after water damage,CreateServiceRequest,mobile_phone_repair,high
10384,please send someone immediately for the smartphone after water damage,CreateServiceRequest,mobile_phone_repair,high
10385,the smartphone needs immediate attention after water damage,CreateServiceRequest,mobile_phone_repair,high
10386,please arrange emergency service for the smartphone after water damage,CreateServiceRequest,mobile_phone_repair,high
10387,i need a technician right away for the smartphone after water damage,CreateServiceRequest,mobile_phone_repair,high
10388,the smartphone has become an urgent problem after water damage,CreateServiceRequest,mobile_phone_repair,high
10389,please send help without delay for the smartphone after water damage,CreateServiceRequest,mobile_phone_repair,high
10390,i need immediate assistance with the smartphone after water damage,CreateServiceRequest,mobile_phone_repair,high
10391,the smartphone needs to be dealt with right now after water damage,CreateServiceRequest,mobile_phone_repair,high
10392,please arrange urgent mobile phone repair for the smartphone after water damage,CreateServiceRequest,mobile_phone_repair,high
10393,i need urgent mobile phone repair for the smartphone after an update,CreateServiceRequest,mobile_phone_repair,high
10394,please send someone immediately for the smartphone after an update,CreateServiceRequest,mobile_phone_repair,high
10395,the smartphone needs immediate attention after an update,CreateServiceRequest,mobile_phone_repair,high
10396,please arrange emergency service for the smartphone after an update,CreateServiceRequest,mobile_phone_repair,high
10397,i need a technician right away for the smartphone after an update,CreateServiceRequest,mobile_phone_repair,high
10398,the smartphone has become an urgent problem after an update,CreateServiceRequest,mobile_phone_repair,high
10399,please send help without delay for the smartphone after an update,CreateServiceRequest,mobile_phone_repair,high
10400,i need immediate assistance with the smartphone after an update,CreateServiceRequest,mobile_phone_repair,high
10401,the smartphone needs to be dealt with right now after an update,CreateServiceRequest,mobile_phone_repair,high
10402,please arrange urgent mobile phone repair for the smartphone after an update,CreateServiceRequest,mobile_phone_repair,high
10403,i need urgent mobile phone repair for the phone screen at home,CreateServiceRequest,mobile_phone_repair,high
10404,please send someone immediately for the phone screen at home,CreateServiceRequest,mobile_phone_repair,high
10405,the phone screen needs immediate attention at home,CreateServiceRequest,mobile_phone_repair,high
10406,please arrange emergency service for the phone screen at home,CreateServiceRequest,mobile_phone_repair,high
10407,i need a technician right away for the phone screen at home,CreateServiceRequest,mobile_phone_repair,high
10408,the phone screen has become an urgent problem at home,CreateServiceRequest,mobile_phone_repair,high
10409,please send help without delay for the phone screen at home,CreateServiceRequest,mobile_phone_repair,high
10410,i need immediate assistance with the phone screen at home,CreateServiceRequest,mobile_phone_repair,high
10411,the phone screen needs to be dealt with right now at home,CreateServiceRequest,mobile_phone_repair,high
10412,please arrange urgent mobile phone repair for the phone screen at home,CreateServiceRequest,mobile_phone_repair,high
10413,i need urgent mobile phone repair for the phone screen at work,CreateServiceRequest,mobile_phone_repair,high
10414,please send someone immediately for the phone screen at work,CreateServiceRequest,mobile_phone_repair,high
10415,the phone screen needs immediate attention at work,CreateServiceRequest,mobile_phone_repair,high
10416,please arrange emergency service for the phone screen at work,CreateServiceRequest,mobile_phone_repair,high
10417,i need a technician right away for the phone screen at work,CreateServiceRequest,mobile_phone_repair,high
10418,the phone screen has become an urgent problem at work,CreateServiceRequest,mobile_phone_repair,high
10419,please send help without delay for the phone screen at work,CreateServiceRequest,mobile_phone_repair,high
10420,i need immediate assistance with the phone screen at work,CreateServiceRequest,mobile_phone_repair,high
10421,the phone screen needs to be dealt with right now at work,CreateServiceRequest,mobile_phone_repair,high
10422,please arrange urgent mobile phone repair for the phone screen at work,CreateServiceRequest,mobile_phone_repair,high
10423,i need urgent mobile phone repair for the phone screen after a fall,CreateServiceRequest,mobile_phone_repair,high
10424,please send someone immediately for the phone screen after a fall,CreateServiceRequest,mobile_phone_repair,high
10425,the phone screen needs immediate attention after a fall,CreateServiceRequest,mobile_phone_repair,high
10426,please arrange emergency service for the phone screen after a fall,CreateServiceRequest,mobile_phone_repair,high
10427,i need a technician right away for the phone screen after a fall,CreateServiceRequest,mobile_phone_repair,high
10428,the phone screen has become an urgent problem after a fall,CreateServiceRequest,mobile_phone_repair,high
10429,please send help without delay for the phone screen after a fall,CreateServiceRequest,mobile_phone_repair,high
10430,i need immediate assistance with the phone screen after a fall,CreateServiceRequest,mobile_phone_repair,high
10431,the phone screen needs to be dealt with right now after a fall,CreateServiceRequest,mobile_phone_repair,high
10432,please arrange urgent mobile phone repair for the phone screen after a fall,CreateServiceRequest,mobile_phone_repair,high
10433,i need urgent mobile phone repair for the phone screen after water damage,CreateServiceRequest,mobile_phone_repair,high
10434,please send someone immediately for the phone screen after water damage,CreateServiceRequest,mobile_phone_repair,high
10435,the phone screen needs immediate attention after water damage,CreateServiceRequest,mobile_phone_repair,high
10436,please arrange emergency service for the phone screen after water damage,CreateServiceRequest,mobile_phone_repair,high
10437,i need a technician right away for the phone screen after water damage,CreateServiceRequest,mobile_phone_repair,high
10438,the phone screen has become an urgent problem after water damage,CreateServiceRequest,mobile_phone_repair,high
10439,please send help without delay for the phone screen after water damage,CreateServiceRequest,mobile_phone_repair,high
10440,i need immediate assistance with the phone screen after water damage,CreateServiceRequest,mobile_phone_repair,high
10441,the phone screen needs to be dealt with right now after water damage,CreateServiceRequest,mobile_phone_repair,high
10442,please arrange urgent mobile phone repair for the phone screen after water damage,CreateServiceRequest,mobile_phone_repair,high
10443,i need urgent mobile phone repair for the phone screen after an update,CreateServiceRequest,mobile_phone_repair,high
10444,please send someone immediately for the phone screen after an update,CreateServiceRequest,mobile_phone_repair,high
10445,the phone screen needs immediate attention after an update,CreateServiceRequest,mobile_phone_repair,high
10446,please arrange emergency service for the phone screen after an update,CreateServiceRequest,mobile_phone_repair,high
10447,i need a technician right away for the phone screen after an update,CreateServiceRequest,mobile_phone_repair,high
10448,the phone screen has become an urgent problem after an update,CreateServiceRequest,mobile_phone_repair,high
10449,please send help without delay for the phone screen after an update,CreateServiceRequest,mobile_phone_repair,high
10450,i need immediate assistance with the phone screen after an update,CreateServiceRequest,mobile_phone_repair,high
10451,the phone screen needs to be dealt with right now after an update,CreateServiceRequest,mobile_phone_repair,high
10452,please arrange urgent mobile phone repair for the phone screen after an update,CreateServiceRequest,mobile_phone_repair,high
10453,i need urgent mobile phone repair for the charging port at home,CreateServiceRequest,mobile_phone_repair,high
10454,please send someone immediately for the charging port at home,CreateServiceRequest,mobile_phone_repair,high
10455,the charging port needs immediate attention at home,CreateServiceRequest,mobile_phone_repair,high
10456,please arrange emergency service for the charging port at home,CreateServiceRequest,mobile_phone_repair,high
10457,i need a technician right away for the charging port at home,CreateServiceRequest,mobile_phone_repair,high
10458,the charging port has become an urgent problem at home,CreateServiceRequest,mobile_phone_repair,high
10459,please send help without delay for the charging port at home,CreateServiceRequest,mobile_phone_repair,high
10460,i need immediate assistance with the charging port at home,CreateServiceRequest,mobile_phone_repair,high
10461,the charging port needs to be dealt with right now at home,CreateServiceRequest,mobile_phone_repair,high
10462,please arrange urgent mobile phone repair for the charging port at home,CreateServiceRequest,mobile_phone_repair,high
10463,i need urgent mobile phone repair for the charging port at work,CreateServiceRequest,mobile_phone_repair,high
10464,please send someone immediately for the charging port at work,CreateServiceRequest,mobile_phone_repair,high
10465,the charging port needs immediate attention at work,CreateServiceRequest,mobile_phone_repair,high
10466,please arrange emergency service for the charging port at work,CreateServiceRequest,mobile_phone_repair,high
10467,i need a technician right away for the charging port at work,CreateServiceRequest,mobile_phone_repair,high
10468,the charging port has become an urgent problem at work,CreateServiceRequest,mobile_phone_repair,high
10469,please send help without delay for the charging port at work,CreateServiceRequest,mobile_phone_repair,high
10470,i need immediate assistance with the charging port at work,CreateServiceRequest,mobile_phone_repair,high
10471,the charging port needs to be dealt with right now at work,CreateServiceRequest,mobile_phone_repair,high
10472,please arrange urgent mobile phone repair for the charging port at work,CreateServiceRequest,mobile_phone_repair,high
10473,i need urgent mobile phone repair for the charging port after a fall,CreateServiceRequest,mobile_phone_repair,high
10474,please send someone immediately for the charging port after a fall,CreateServiceRequest,mobile_phone_repair,high
10475,the charging port needs immediate attention after a fall,CreateServiceRequest,mobile_phone_repair,high
10476,please arrange emergency service for the charging port after a fall,CreateServiceRequest,mobile_phone_repair,high
10477,i would like to schedule laptop repair for the laptop at home,CreateServiceRequest,laptop_repair,low
10478,please arrange laptop repair for the laptop at home when convenient,CreateServiceRequest,laptop_repair,low
10479,i need routine laptop repair for the laptop at home,CreateServiceRequest,laptop_repair,low
10480,can i book laptop repair for the laptop at home,CreateServiceRequest,laptop_repair,low
10481,i am looking for laptop repair for the laptop at home,CreateServiceRequest,laptop_repair,low
10482,i would like someone to check the laptop at home,CreateServiceRequest,laptop_repair,low
10483,i need some help with the laptop at home,CreateServiceRequest,laptop_repair,low
10484,please arrange a service visit for the laptop at home,CreateServiceRequest,laptop_repair,low
10485,i want to book a technician for the laptop at home,CreateServiceRequest,laptop_repair,low
10486,the laptop could use some attention at home,CreateServiceRequest,laptop_repair,low
10487,i would like to schedule laptop repair for the laptop at work,CreateServiceRequest,laptop_repair,low
10488,please arrange laptop repair for the laptop at work when convenient,CreateServiceRequest,laptop_repair,low
10489,i need routine laptop repair for the laptop at work,CreateServiceRequest,laptop_repair,low
10490,can i book laptop repair for the laptop at work,CreateServiceRequest,laptop_repair,low
10491,i am looking for laptop repair for the laptop at work,CreateServiceRequest,laptop_repair,low
10492,i would like someone to check the laptop at work,CreateServiceRequest,laptop_repair,low
10493,i need some help with the laptop at work,CreateServiceRequest,laptop_repair,low
10494,please arrange a service visit for the laptop at work,CreateServiceRequest,laptop_repair,low
10495,i want to book a technician for the laptop at work,CreateServiceRequest,laptop_repair,low
10496,the laptop could use some attention at work,CreateServiceRequest,laptop_repair,low
10497,i would like to schedule laptop repair for the laptop at my office,CreateServiceRequest,laptop_repair,low
10498,please arrange laptop repair for the laptop at my office when convenient,CreateServiceRequest,laptop_repair,low
10499,i need routine laptop repair for the laptop at my office,CreateServiceRequest,laptop_repair,low
10500,can i book laptop repair for the laptop at my office,CreateServiceRequest,laptop_repair,low
10501,i am looking for laptop repair for the laptop at my office,CreateServiceRequest,laptop_repair,low
10502,i would like someone to check the laptop at my office,CreateServiceRequest,laptop_repair,low
10503,i need some help with the laptop at my office,CreateServiceRequest,laptop_repair,low
10504,please arrange a service visit for the laptop at my office,CreateServiceRequest,laptop_repair,low
10505,i want to book a technician for the laptop at my office,CreateServiceRequest,laptop_repair,low
10506,the laptop could use some attention at my office,CreateServiceRequest,laptop_repair,low
10507,i would like to schedule laptop repair for the laptop after a fall,CreateServiceRequest,laptop_repair,low
10508,please arrange laptop repair for the laptop after a fall when convenient,CreateServiceRequest,laptop_repair,low
10509,i need routine laptop repair for the laptop after a fall,CreateServiceRequest,laptop_repair,low
10510,can i book laptop repair for the laptop after a fall,CreateServiceRequest,laptop_repair,low
10511,i am looking for laptop repair for the laptop after a fall,CreateServiceRequest,laptop_repair,low
10512,i would like someone to check the laptop after a fall,CreateServiceRequest,laptop_repair,low
10513,i need some help with the laptop after a fall,CreateServiceRequest,laptop_repair,low
10514,please arrange a service visit for the laptop after a fall,CreateServiceRequest,laptop_repair,low
10515,i want to book a technician for the laptop after a fall,CreateServiceRequest,laptop_repair,low
10516,the laptop could use some attention after a fall,CreateServiceRequest,laptop_repair,low
10517,i would like to schedule laptop repair for the laptop after an update,CreateServiceRequest,laptop_repair,low
10518,please arrange laptop repair for the laptop after an update when convenient,CreateServiceRequest,laptop_repair,low
10519,i need routine laptop repair for the laptop after an update,CreateServiceRequest,laptop_repair,low
10520,can i book laptop repair for the laptop after an update,CreateServiceRequest,laptop_repair,low
10521,i am looking for laptop repair for the laptop after an update,CreateServiceRequest,laptop_repair,low
10522,i would like someone to check the laptop after an update,CreateServiceRequest,laptop_repair,low
10523,i need some help with the laptop after an update,CreateServiceRequest,laptop_repair,low
10524,please arrange a service visit for the laptop after an update,CreateServiceRequest,laptop_repair,low
10525,i want to book a technician for the laptop after an update,CreateServiceRequest,laptop_repair,low
10526,the laptop could use some attention after an update,CreateServiceRequest,laptop_repair,low
10527,i would like to schedule laptop repair for the laptop screen at home,CreateServiceRequest,laptop_repair,low
10528,please arrange laptop repair for the laptop screen at home when convenient,CreateServiceRequest,laptop_repair,low
10529,i need routine laptop repair for the laptop screen at home,CreateServiceRequest,laptop_repair,low
10530,can i book laptop repair for the laptop screen at home,CreateServiceRequest,laptop_repair,low
10531,i am looking for laptop repair for the laptop screen at home,CreateServiceRequest,laptop_repair,low
10532,i would like someone to check the laptop screen at home,CreateServiceRequest,laptop_repair,low
10533,i need some help with the laptop screen at home,CreateServiceRequest,laptop_repair,low
10534,please arrange a service visit for the laptop screen at home,CreateServiceRequest,laptop_repair,low
10535,i want to book a technician for the laptop screen at home,CreateServiceRequest,laptop_repair,low
10536,the laptop screen could use some attention at home,CreateServiceRequest,laptop_repair,low
10537,i would like to schedule laptop repair for the laptop screen at work,CreateServiceRequest,laptop_repair,low
10538,please arrange laptop repair for the laptop screen at work when convenient,CreateServiceRequest,laptop_repair,low
10539,i need routine laptop repair for the laptop screen at work,CreateServiceRequest,laptop_repair,low
10540,can i book laptop repair for the laptop screen at work,CreateServiceRequest,laptop_repair,low
10541,i am looking for laptop repair for the laptop screen at work,CreateServiceRequest,laptop_repair,low
10542,i would like someone to check the laptop screen at work,CreateServiceRequest,laptop_repair,low
10543,i need some help with the laptop screen at work,CreateServiceRequest,laptop_repair,low
10544,please arrange a service visit for the laptop screen at work,CreateServiceRequest,laptop_repair,low
10545,i want to book a technician for the laptop screen at work,CreateServiceRequest,laptop_repair,low
10546,the laptop screen could use some attention at work,CreateServiceRequest,laptop_repair,low
10547,i would like to schedule laptop repair for the laptop screen at my office,CreateServiceRequest,laptop_repair,low
10548,please arrange laptop repair for the laptop screen at my office when convenient,CreateServiceRequest,laptop_repair,low
10549,i need routine laptop repair for the laptop screen at my office,CreateServiceRequest,laptop_repair,low
10550,can i book laptop repair for the laptop screen at my office,CreateServiceRequest,laptop_repair,low
10551,i am looking for laptop repair for the laptop screen at my office,CreateServiceRequest,laptop_repair,low
10552,i would like someone to check the laptop screen at my office,CreateServiceRequest,laptop_repair,low
10553,i need some help with the laptop screen at my office,CreateServiceRequest,laptop_repair,low
10554,please arrange a service visit for the laptop screen at my office,CreateServiceRequest,laptop_repair,low
10555,i want to book a technician for the laptop screen at my office,CreateServiceRequest,laptop_repair,low
10556,the laptop screen could use some attention at my office,CreateServiceRequest,laptop_repair,low
10557,i would like to schedule laptop repair for the laptop screen after a fall,CreateServiceRequest,laptop_repair,low
10558,please arrange laptop repair for the laptop screen after a fall when convenient,CreateServiceRequest,laptop_repair,low
10559,i need routine laptop repair for the laptop screen after a fall,CreateServiceRequest,laptop_repair,low
10560,can i book laptop repair for the laptop screen after a fall,CreateServiceRequest,laptop_repair,low
10561,i am looking for laptop repair for the laptop screen after a fall,CreateServiceRequest,laptop_repair,low
10562,i would like someone to check the laptop screen after a fall,CreateServiceRequest,laptop_repair,low
10563,i need some help with the laptop screen after a fall,CreateServiceRequest,laptop_repair,low
10564,please arrange a service visit for the laptop screen after a fall,CreateServiceRequest,laptop_repair,low
10565,i want to book a technician for the laptop screen after a fall,CreateServiceRequest,laptop_repair,low
10566,the laptop screen could use some attention after a fall,CreateServiceRequest,laptop_repair,low
10567,i would like to schedule laptop repair for the laptop screen after an update,CreateServiceRequest,laptop_repair,low
10568,please arrange laptop repair for the laptop screen after an update when convenient,CreateServiceRequest,laptop_repair,low
10569,i need routine laptop repair for the laptop screen after an update,CreateServiceRequest,laptop_repair,low
10570,can i book laptop repair for the laptop screen after an update,CreateServiceRequest,laptop_repair,low
10571,i am looking for laptop repair for the laptop screen after an update,CreateServiceRequest,laptop_repair,low
10572,i would like someone to check the laptop screen after an update,CreateServiceRequest,laptop_repair,low
10573,i need some help with the laptop screen after an update,CreateServiceRequest,laptop_repair,low
10574,please arrange a service visit for the laptop screen after an update,CreateServiceRequest,laptop_repair,low
10575,i want to book a technician for the laptop screen after an update,CreateServiceRequest,laptop_repair,low
10576,the laptop screen could use some attention after an update,CreateServiceRequest,laptop_repair,low
10577,i would like to schedule laptop repair for the laptop battery at home,CreateServiceRequest,laptop_repair,low
10578,please arrange laptop repair for the laptop battery at home when convenient,CreateServiceRequest,laptop_repair,low
10579,i need routine laptop repair for the laptop battery at home,CreateServiceRequest,laptop_repair,low
10580,can i book laptop repair for the laptop battery at home,CreateServiceRequest,laptop_repair,low
10581,i am looking for laptop repair for the laptop battery at home,CreateServiceRequest,laptop_repair,low
10582,i would like someone to check the laptop battery at home,CreateServiceRequest,laptop_repair,low
10583,i need some help with the laptop battery at home,CreateServiceRequest,laptop_repair,low
10584,please arrange a service visit for the laptop battery at home,CreateServiceRequest,laptop_repair,low
10585,i want to book a technician for the laptop battery at home,CreateServiceRequest,laptop_repair,low
10586,the laptop battery could use some attention at home,CreateServiceRequest,laptop_repair,low
10587,i would like to schedule laptop repair for the laptop battery at work,CreateServiceRequest,laptop_repair,low
10588,please arrange laptop repair for the laptop battery at work when convenient,CreateServiceRequest,laptop_repair,low
10589,i need routine laptop repair for the laptop battery at work,CreateServiceRequest,laptop_repair,low
10590,can i book laptop repair for the laptop battery at work,CreateServiceRequest,laptop_repair,low
10591,i am looking for laptop repair for the laptop battery at work,CreateServiceRequest,laptop_repair,low
10592,i would like someone to check the laptop battery at work,CreateServiceRequest,laptop_repair,low
10593,i need some help with the laptop battery at work,CreateServiceRequest,laptop_repair,low
10594,please arrange a service visit for the laptop battery at work,CreateServiceRequest,laptop_repair,low
10595,i want to book a technician for the laptop battery at work,CreateServiceRequest,laptop_repair,low
10596,the laptop battery could use some attention at work,CreateServiceRequest,laptop_repair,low
10597,i would like to schedule laptop repair for the laptop battery at my office,CreateServiceRequest,laptop_repair,low
10598,please arrange laptop repair for the laptop battery at my office when convenient,CreateServiceRequest,laptop_repair,low
10599,i need routine laptop repair for the laptop battery at my office,CreateServiceRequest,laptop_repair,low
10600,can i book laptop repair for the laptop battery at my office,CreateServiceRequest,laptop_repair,low
10601,i am looking for laptop repair for the laptop battery at my office,CreateServiceRequest,laptop_repair,low
10602,i would like someone to check the laptop battery at my office,CreateServiceRequest,laptop_repair,low
10603,i need some help with the laptop battery at my office,CreateServiceRequest,laptop_repair,low
10604,please arrange a service visit for the laptop battery at my office,CreateServiceRequest,laptop_repair,low
10605,i want to book a technician for the laptop battery at my office,CreateServiceRequest,laptop_repair,low
10606,the laptop battery could use some attention at my office,CreateServiceRequest,laptop_repair,low
10607,i would like to schedule laptop repair for the laptop battery after a fall,CreateServiceRequest,laptop_repair,low
10608,please arrange laptop repair for the laptop battery after a fall when convenient,CreateServiceRequest,laptop_repair,low
10609,i need routine laptop repair for the laptop battery after a fall,CreateServiceRequest,laptop_repair,low
10610,can i book laptop repair for the laptop battery after a fall,CreateServiceRequest,laptop_repair,low
10611,i am looking for laptop repair for the laptop battery after a fall,CreateServiceRequest,laptop_repair,low
10612,i would like someone to check the laptop battery after a fall,CreateServiceRequest,laptop_repair,low
10613,i need some help with the laptop battery after a fall,CreateServiceRequest,laptop_repair,low
10614,please arrange a service visit for the laptop battery after a fall,CreateServiceRequest,laptop_repair,low
10615,i want to book a technician for the laptop battery after a fall,CreateServiceRequest,laptop_repair,low
10616,the laptop battery could use some attention after a fall,CreateServiceRequest,laptop_repair,low
10617,i would like to schedule laptop repair for the laptop battery after an update,CreateServiceRequest,laptop_repair,low
10618,please arrange laptop repair for the laptop battery after an update when convenient,CreateServiceRequest,laptop_repair,low
10619,i need routine laptop repair for the laptop battery after an update,CreateServiceRequest,laptop_repair,low
10620,can i book laptop repair for the laptop battery after an update,CreateServiceRequest,laptop_repair,low
10621,i am looking for laptop repair for the laptop battery after an update,CreateServiceRequest,laptop_repair,low
10622,i would like someone to check the laptop battery after an update,CreateServiceRequest,laptop_repair,low
10623,i need some help with the laptop battery after an update,CreateServiceRequest,laptop_repair,low
10624,please arrange a service visit for the laptop battery after an update,CreateServiceRequest,laptop_repair,low
10625,i want to book a technician for the laptop battery after an update,CreateServiceRequest,laptop_repair,low
10626,the laptop battery could use some attention after an update,CreateServiceRequest,laptop_repair,low
10627,i would like to schedule laptop repair for the laptop keyboard at home,CreateServiceRequest,laptop_repair,low
10628,please arrange laptop repair for the laptop keyboard at home when convenient,CreateServiceRequest,laptop_repair,low
10629,i need routine laptop repair for the laptop keyboard at home,CreateServiceRequest,laptop_repair,low
10630,can i book laptop repair for the laptop keyboard at home,CreateServiceRequest,laptop_repair,low
10631,i am looking for laptop repair for the laptop keyboard at home,CreateServiceRequest,laptop_repair,low
10632,i would like someone to check the laptop keyboard at home,CreateServiceRequest,laptop_repair,low
10633,i need some help with the laptop keyboard at home,CreateServiceRequest,laptop_repair,low
10634,please arrange a service visit for the laptop keyboard at home,CreateServiceRequest,laptop_repair,low
10635,i want to book a technician for the laptop keyboard at home,CreateServiceRequest,laptop_repair,low
10636,the laptop keyboard could use some attention at home,CreateServiceRequest,laptop_repair,low
10637,i would like to schedule laptop repair for the laptop keyboard at work,CreateServiceRequest,laptop_repair,low
10638,please arrange laptop repair for the laptop keyboard at work when convenient,CreateServiceRequest,laptop_repair,low
10639,i need routine laptop repair for the laptop keyboard at work,CreateServiceRequest,laptop_repair,low
10640,can i book laptop repair for the laptop keyboard at work,CreateServiceRequest,laptop_repair,low
10641,i am looking for laptop repair for the laptop keyboard at work,CreateServiceRequest,laptop_repair,low
10642,i would like someone to check the laptop keyboard at work,CreateServiceRequest,laptop_repair,low
10643,i need some help with the laptop keyboard at work,CreateServiceRequest,laptop_repair,low
10644,please arrange a service visit for the laptop keyboard at work,CreateServiceRequest,laptop_repair,low
10645,i want to book a technician for the laptop keyboard at work,CreateServiceRequest,laptop_repair,low
10646,the laptop keyboard could use some attention at work,CreateServiceRequest,laptop_repair,low
10647,i would like to schedule laptop repair for the laptop keyboard at my office,CreateServiceRequest,laptop_repair,low
10648,please arrange laptop repair for the laptop keyboard at my office when convenient,CreateServiceRequest,laptop_repair,low
10649,i need routine laptop repair for the laptop keyboard at my office,CreateServiceRequest,laptop_repair,low
10650,can i book laptop repair for the laptop keyboard at my office,CreateServiceRequest,laptop_repair,low
10651,i am looking for laptop repair for the laptop keyboard at my office,CreateServiceRequest,laptop_repair,low
10652,i need laptop repair for the laptop soon at home,CreateServiceRequest,laptop_repair,medium
10653,please arrange laptop repair for the laptop as soon as possible at home,CreateServiceRequest,laptop_repair,medium
10654,i need someone to check the laptop today at home,CreateServiceRequest,laptop_repair,medium
10655,the laptop needs service soon at home,CreateServiceRequest,laptop_repair,medium
